date,symbol,event,a,b,share_multiplier,reason,shares,lots,strike,reasons,assigned_lots,assigned_shares,assigned_market_value,cash_before,cash_after,nav,margin_utilization,total_assigned_stock_exposure,sector,sector_exposure,top_sector,top_sector_exposure,cash_liquidity,margin_liquidity,remaining_liquidity,entry_day,put_retries,pending_calls,position,cancelled_orders,action,pnl,per_share
2022-04-07,DRREDDY,covered_call_topup,,,,"added 750, covered 1875, uncovered 0",1875.0,6.0,4650.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28,HCLTECH,dividend,,,,,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,18.0
2022-04-28,DRREDDY,covered_call_not_available,,,,calls_skipped_distance_cap,1875.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28,TITAN,covered_call_not_available,,,,calls_skipped_distance_cap,3375.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28,WIPRO,covered_call_not_available,,,,calls_skipped_distance_cap,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28,,SKIP_NEW_PUT,,,,uncovered_assigned_shares_calls_pending,,,,,,,,,,,,,,,,,,,,True,0.0,2.0,,,,,
2022-04-29,TECHM,covered_call_leftover_shares,,,,"covered 600, uncovered 6600",7200.0,1.0,1700.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29,DRREDDY,covered_call_not_available,,,,calls_skipped_distance_cap,1875.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29,WIPRO,covered_call_not_available,,,,calls_skipped_distance_cap,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-29,,SKIP_NEW_PUT,,,,uncovered_assigned_shares_calls_pending,,,,,,,,,,,,,,,,,,,,True,0.0,1.0,,,,,
2022-05-02,TECHM,covered_call_topup,,,,"added 2400, covered 3000, uncovered 4200",7200.0,4.0,1700.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-02,DRREDDY,covered_call_not_available,,,,calls_skipped_distance_cap,1875.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-02,WIPRO,covered_call_not_available,,,,calls_skipped_distance_cap,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-04,TECHM,covered_call_topup,,,,"added 3000, covered 6000, uncovered 1200",7200.0,5.0,1700.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-04,DRREDDY,covered_call_not_available,,,,calls_skipped_distance_cap,1875.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-04,WIPRO,covered_call_not_available,,,,calls_skipped_distance_cap,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-05,TECHM,covered_call_topup,,,,"added 1200, covered 7200, uncovered 0",7200.0,2.0,1700.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-05,DRREDDY,covered_call_not_available,,,,calls_skipped_distance_cap,1875.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-05,WIPRO,covered_call_not_available,,,,calls_skipped_distance_cap,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-06,DRREDDY,covered_call_not_available,,,,calls_skipped_distance_cap,1875.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-06,WIPRO,covered_call_not_available,,,,calls_skipped_distance_cap,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-09,DRREDDY,covered_call_not_available,,,,calls_skipped_distance_cap,1875.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-09,WIPRO,covered_call_not_available,,,,calls_skipped_distance_cap,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,DRREDDY,covered_call_not_available,,,,calls_skipped_distance_cap,1875.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,WIPRO,covered_call_not_available,,,,calls_skipped_distance_cap,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-11,DRREDDY,covered_call_not_available,,,,calls_skipped_distance_cap,1875.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-11,WIPRO,covered_call_not_available,,,,calls_skipped_distance_cap,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-12,DRREDDY,covered_call_not_available,,,,calls_skipped_distance_cap,1875.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-12,WIPRO,covered_call_not_available,,,,calls_skipped_distance_cap,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-13,DRREDDY,covered_call_not_available,,,,calls_skipped_distance_cap,1875.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-13,WIPRO,covered_call_not_available,,,,calls_skipped_distance_cap,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-16,DRREDDY,covered_call_not_available,,,,calls_skipped_distance_cap,1875.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-16,WIPRO,covered_call_not_available,,,,calls_skipped_distance_cap,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17,DRREDDY,covered_call_not_available,,,,calls_skipped_distance_cap,1875.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17,WIPRO,covered_call_not_available,,,,calls_skipped_distance_cap,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-18,DRREDDY,covered_call_not_available,,,,calls_skipped_distance_cap,1875.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-18,WIPRO,covered_call_not_available,,,,calls_skipped_distance_cap,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,DRREDDY,covered_call_not_available,,,,calls_skipped_distance_cap,1875.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,WIPRO,covered_call_not_available,,,,calls_skipped_distance_cap,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20,DRREDDY,covered_call_not_available,,,,calls_skipped_distance_cap,1875.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-23,DRREDDY,covered_call_not_available,,,,calls_skipped_distance_cap,1875.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-23,WIPRO,covered_call_not_available,,,,calls_skipped_distance_cap,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-26,DRREDDY,covered_call_not_available,,,,calls_skipped_distance_cap,1875.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-26,HCLTECH,covered_call_not_available,,,,calls_skipped_distance_cap,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-26,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-26,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-26,,SKIP_NEW_PUT,,,,uncovered_assigned_shares_calls_pending,,,,,,,,,,,,,,,,,,,,True,0.0,1.0,,,,,
2022-05-27,DRREDDY,covered_call_not_available,,,,calls_skipped_distance_cap,1875.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-27,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-27,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-27,WIPRO,covered_call_not_available,,,,calls_skipped_distance_cap,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-30,DRREDDY,covered_call_not_available,,,,calls_skipped_distance_cap,1875.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-30,HCLTECH,covered_call_not_available,,,,calls_skipped_distance_cap,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-30,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-30,WIPRO,covered_call_not_available,,,,calls_skipped_distance_cap,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-31,DRREDDY,covered_call_not_available,,,,calls_skipped_distance_cap,1875.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-31,HCLTECH,covered_call_not_available,,,,calls_skipped_distance_cap,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-31,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-31,WIPRO,covered_call_not_available,,,,calls_skipped_distance_cap,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,DRREDDY,covered_call_not_available,,,,calls_skipped_distance_cap,1875.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,WIPRO,covered_call_not_available,,,,calls_skipped_distance_cap,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02,DRREDDY,covered_call_not_available,,,,calls_skipped_distance_cap,1875.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02,WIPRO,covered_call_not_available,,,,calls_skipped_distance_cap,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03,HCLTECH,covered_call_not_available,,,,calls_skipped_distance_cap,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-03,WIPRO,covered_call_not_available,,,,calls_skipped_distance_cap,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-06,DRREDDY,covered_call_leftover_shares,,,,"covered 1250, uncovered 625",1875.0,10.0,4650.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-06,HCLTECH,covered_call_not_available,,,,calls_skipped_distance_cap,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-06,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-06,WIPRO,covered_call_not_available,,,,calls_skipped_distance_cap,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-07,DRREDDY,covered_call_topup,,,,"added 625, covered 1875, uncovered 0",1875.0,5.0,4650.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-07,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-07,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-07,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-08,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-08,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-08,WIPRO,covered_call_not_available,,,,calls_skipped_distance_cap,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-09,HCLTECH,covered_call_not_available,,,,calls_skipped_distance_cap,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-09,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-09,WIPRO,covered_call_not_available,,,,calls_skipped_distance_cap,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-10,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-10,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-10,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-13,HCLTECH,covered_call_not_available,,,,calls_skipped_distance_cap,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-13,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-13,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-14,HCLTECH,covered_call_not_available,,,,calls_skipped_distance_cap,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-14,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-14,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-15,HCLTECH,covered_call_not_available,,,,calls_skipped_distance_cap,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-15,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-15,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-16,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-16,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-16,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-17,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-17,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-17,WIPRO,covered_call_not_available,,,,calls_skipped_distance_cap,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-20,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-20,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-20,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-21,HCLTECH,covered_call_not_available,,,,calls_skipped_distance_cap,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-21,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-21,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-22,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-22,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-22,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-23,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-23,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-23,WIPRO,covered_call_not_available,,,,calls_skipped_distance_cap,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-24,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-24,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-24,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-27,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-27,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-27,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-28,HCLTECH,covered_call_not_available,,,,calls_skipped_distance_cap,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-28,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-28,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-29,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-29,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-29,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-30,DRREDDY,covered_call_not_available,,,,calls_skipped_distance_cap,1875.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-30,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-30,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-30,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-30,,SKIP_NEW_PUT,,,,uncovered_assigned_shares_calls_pending,,,,,,,,,,,,,,,,,,,,True,0.0,1.0,,,,,
2022-07-01,DRREDDY,covered_call_not_available,,,,calls_skipped_distance_cap,1875.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-01,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-01,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-01,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-04,DRREDDY,covered_call_not_available,,,,calls_skipped_distance_cap,1875.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-04,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-04,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-04,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-05,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-06,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-06,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-06,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-07,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-07,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-07,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-08,TITAN,dividend,,,,,3375.0,,,,,,,,,,,,,,,,,,,,,,,,,,7.5
2022-07-08,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-08,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-08,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-11,DRREDDY,dividend,,,,,1875.0,,,,,,,,,,,,,,,,,,,,,,,,,,30.0
2022-07-11,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-11,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-11,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-13,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-13,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-13,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-14,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-14,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-14,WIPRO,covered_call_not_available,,,,calls_skipped_distance_cap,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-15,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-15,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-15,WIPRO,covered_call_not_available,,,,calls_skipped_distance_cap,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-18,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-18,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-18,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-19,HCLTECH,dividend,,,,,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,10.0
2022-07-19,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-19,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-19,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-20,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-20,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-20,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-21,TECHM,dividend,,,,,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,30.0
2022-07-21,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-21,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-21,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-22,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-22,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-22,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-25,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-25,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-25,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-26,HCLTECH,covered_call_not_available,,,,calls_skipped_no_eligible_strike,9800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-26,TECHM,covered_call_not_available,,,,calls_skipped_no_eligible_strike,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-26,WIPRO,covered_call_not_available,,,,calls_skipped_no_eligible_strike,18400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
